,cps19_fed_gov_sat,cps19_spend_env,cps19_fed_id,cps19_province,cps19_education,cps19_age,cps19_imp_iss_party
8524,Not very satisfied,Spend more,Liberal,Quebec,Bachelor's degree,64,Green Party
8525,Fairly satisfied,Spend more,Liberal,Ontario,Some secondary/ high school,27,Liberal Party
8526,Not at all satisfied,Spend more,Green,British Columbia,"Some technical, community college, CEGEP, College Classique",57,Green Party
8527,Don't know/ Prefer not to answer,Spend more,Green,Quebec,"Some technical, community college, CEGEP, College Classique",18,Green Party
8528,Not very satisfied,Spend more,ndp,Ontario,Bachelor's degree,54,ndp
8529,Fairly satisfied,Spend more,Liberal,Quebec,Some university,22,Liberal Party
8530,Not at all satisfied,Spend more,Conservative,Quebec,"Completed technical, community college, CEGEP, College Classique",50,Conservative Party
8531,Very satisfied,Spend more,Liberal,Ontario,Completed secondary/ high school,62,
8532,Very satisfied,Spend more,Liberal,Manitoba,Bachelor's degree,26,Liberal Party
8533,Fairly satisfied,Spend about the same as now,ndp,Ontario,Some university,30,
8534,Not very satisfied,Spend about the same as now,ndp,Newfoundland and Labrador,Completed secondary/ high school,23,
8535,Fairly satisfied,Spend more,Liberal,Quebec,Professional degree or doctorate,24,Green Party
8536,Fairly satisfied,Spend about the same as now,ndp,Ontario,"Completed technical, community college, CEGEP, College Classique",27,ndp
8537,Not at all satisfied,Spend about the same as now,Conservative,British Columbia,Bachelor's degree,41,Conservative Party
8538,Fairly satisfied,Spend more,Don't know/ Prefer not to answer,Ontario,Professional degree or doctorate,39,
8539,Not very satisfied,Spend about the same as now,Conservative,Alberta,"Completed technical, community college, CEGEP, College Classique",56,Don't know/ Prefer not to answer
8540,Very satisfied,Spend more,Liberal,Ontario,Bachelor's degree,29,Liberal Party
8541,Not at all satisfied,Spend more,Conservative,Ontario,"Some technical, community college, CEGEP, College Classique",30,Green Party
8542,Fairly satisfied,Spend more,ndp,Saskatchewan,Bachelor's degree,27,
8543,Not very satisfied,Spend more,Liberal,Quebec,Master's degree,39,
8544,Very satisfied,Spend more,None of these,British Columbia,"Completed technical, community college, CEGEP, College Classique",60,Liberal Party
8545,Not at all satisfied,Spend about the same as now,Conservative,Ontario,Professional degree or doctorate,31,Conservative Party
8546,Fairly satisfied,Spend more,Don't know/ Prefer not to answer,British Columbia,"Some technical, community college, CEGEP, College Classique",71,Don't know/ Prefer not to answer
8547,Fairly satisfied,Spend about the same as now,Conservative,British Columbia,Bachelor's degree,32,Conservative Party
8548,Very satisfied,Spend more,Liberal,Quebec,Bachelor's degree,34,
8549,Not at all satisfied,Spend more,Conservative,British Columbia,Some university,21,Conservative Party
8550,Very satisfied,Spend more,Liberal,British Columbia,Master's degree,28,Green Party
8551,Fairly satisfied,Spend more,ndp,Ontario,Some university,30,
8552,Not very satisfied,Spend about the same as now,Conservative,Ontario,"Completed technical, community college, CEGEP, College Classique",50,Conservative Party
8553,Not very satisfied,Spend less,Liberal,Ontario,"Completed technical, community college, CEGEP, College Classique",45,Conservative Party
8554,Not very satisfied,Spend more,Conservative,Ontario,"Some technical, community college, CEGEP, College Classique",62,Conservative Party
8555,Not at all satisfied,Spend less,Conservative,Alberta,"Some technical, community college, CEGEP, College Classique",54,Conservative Party
8556,Not at all satisfied,Spend about the same as now,Another party (please specify),Saskatchewan,Bachelor's degree,71,Another party (please specify)
8557,Not at all satisfied,Spend more,Conservative,Ontario,Bachelor's degree,55,Conservative Party
8558,Fairly satisfied,Spend about the same as now,Liberal,Ontario,Some university,39,Liberal Party
8559,Not very satisfied,Spend more,Liberal,Ontario,"Some technical, community college, CEGEP, College Classique",28,Liberal Party
8560,Not very satisfied,Spend more,Conservative,Ontario,"Completed technical, community college, CEGEP, College Classique",57,Another party (please specify)
8561,Not at all satisfied,Spend less,Conservative,Alberta,Bachelor's degree,39,
8562,Fairly satisfied,Spend more,Conservative,Ontario,Master's degree,41,Conservative Party
8563,Very satisfied,Spend about the same as now,Liberal,Quebec,Some secondary/ high school,36,Liberal Party
8564,Very satisfied,Spend more,Liberal,Quebec,"Completed technical, community college, CEGEP, College Classique",47,
8565,Not very satisfied,Spend about the same as now,Liberal,Manitoba,Bachelor's degree,35,Don't know/ Prefer not to answer
8566,Fairly satisfied,Spend more,Liberal,Quebec,Professional degree or doctorate,39,ndp
8567,Fairly satisfied,Spend about the same as now,ndp,Ontario,"Completed technical, community college, CEGEP, College Classique",41,ndp
8568,Not very satisfied,Spend more,Green,Alberta,Bachelor's degree,28,Green Party
8569,Not at all satisfied,Don't know/ Prefer not to answer,Conservative,British Columbia,Completed secondary/ high school,31,Conservative Party
8570,Not at all satisfied,Spend more,Another party (please specify),Ontario,Master's degree,69,Another party (please specify)
8571,Fairly satisfied,Spend more,Liberal,Ontario,Bachelor's degree,32,Liberal Party
8572,Fairly satisfied,Spend more,Liberal,Quebec,Some university,67,Green Party
8573,Fairly satisfied,Spend more,Liberal,Ontario,Completed secondary/ high school,22,
8574,Fairly satisfied,Spend more,Liberal,Ontario,Some university,22,ndp
8575,Not very satisfied,Spend about the same as now,Conservative,British Columbia,Bachelor's degree,34,Conservative Party
8576,Very satisfied,Spend more,Liberal,Ontario,Master's degree,59,Liberal Party
8577,Not very satisfied,Spend about the same as now,ndp,Ontario,"Completed technical, community college, CEGEP, College Classique",58,ndp
8578,Fairly satisfied,Spend about the same as now,Liberal,Quebec,"Completed technical, community college, CEGEP, College Classique",45,Liberal Party
8579,Fairly satisfied,Spend about the same as now,Don't know/ Prefer not to answer,Ontario,Some university,43,Don't know/ Prefer not to answer
8580,Not very satisfied,Spend about the same as now,None of these,Nova Scotia,Bachelor's degree,63,Liberal Party
8581,Not at all satisfied,Spend more,None of these,Ontario,"Some technical, community college, CEGEP, College Classique",49,
8582,Fairly satisfied,Spend about the same as now,Liberal,Ontario,Bachelor's degree,21,Liberal Party
8583,Not very satisfied,Spend more,ndp,Quebec,Some university,61,Green Party
8584,Fairly satisfied,Spend more,Liberal,New Brunswick,Bachelor's degree,33,Green Party
8585,Not very satisfied,Spend more,Conservative,British Columbia,Master's degree,35,Don't know/ Prefer not to answer
8586,Not at all satisfied,Don't know/ Prefer not to answer,Conservative,British Columbia,Bachelor's degree,39,Conservative Party
8587,Fairly satisfied,Spend about the same as now,Liberal,Ontario,"Completed technical, community college, CEGEP, College Classique",39,Liberal Party
8588,Not very satisfied,Spend more,Conservative,Ontario,Some university,22,
8589,Fairly satisfied,Spend more,Liberal,Alberta,"Some technical, community college, CEGEP, College Classique",54,ndp
8590,Not very satisfied,Don't know/ Prefer not to answer,Conservative,Ontario,Bachelor's degree,33,
8591,Fairly satisfied,Spend less,Liberal,Ontario,"Completed technical, community college, CEGEP, College Classique",25,Liberal Party
8592,Not at all satisfied,Spend more,Green,British Columbia,Bachelor's degree,58,Green Party
8593,Fairly satisfied,Spend more,Liberal,British Columbia,Completed secondary/ high school,27,Liberal Party
8594,Fairly satisfied,Spend more,Liberal,Ontario,Some university,18,Liberal Party
8595,Fairly satisfied,Spend more,Liberal,British Columbia,Bachelor's degree,30,Liberal Party
8596,Not at all satisfied,Spend about the same as now,Conservative,Ontario,Master's degree,64,Conservative Party
8597,Fairly satisfied,Spend more,Liberal,Ontario,"Some technical, community college, CEGEP, College Classique",55,Liberal Party
8598,Not very satisfied,Spend about the same as now,ndp,Ontario,"Completed technical, community college, CEGEP, College Classique",29,Don't know/ Prefer not to answer
8599,Fairly satisfied,Spend more,Green,Ontario,Completed secondary/ high school,21,Don't know/ Prefer not to answer
8600,Not at all satisfied,Spend about the same as now,Conservative,New Brunswick,"Completed technical, community college, CEGEP, College Classique",26,
8601,Not at all satisfied,Spend less,Conservative,Manitoba,"Completed technical, community college, CEGEP, College Classique",65,Conservative Party
8602,Not at all satisfied,Spend more,ndp,New Brunswick,Completed secondary/ high school,68,ndp
8603,Fairly satisfied,Spend more,ndp,Manitoba,"Some technical, community college, CEGEP, College Classique",20,Liberal Party
8604,Very satisfied,Spend more,Liberal,Ontario,Master's degree,33,
8605,Fairly satisfied,Spend more,Liberal,Ontario,Professional degree or doctorate,43,Green Party
8606,Fairly satisfied,Don't know/ Prefer not to answer,Don't know/ Prefer not to answer,Ontario,"Some technical, community college, CEGEP, College Classique",96,Don't know/ Prefer not to answer
8607,Not at all satisfied,Spend about the same as now,Conservative,Alberta,"Some technical, community college, CEGEP, College Classique",71,Conservative Party
8608,Not very satisfied,Spend more,ndp,British Columbia,Bachelor's degree,73,ndp
8609,Very satisfied,Spend more,None of these,Alberta,Some university,37,Green Party
8610,Not very satisfied,Spend about the same as now,Conservative,Ontario,Some university,39,Conservative Party
8611,Not at all satisfied,Spend about the same as now,Conservative,Ontario,Bachelor's degree,28,Don't know/ Prefer not to answer
8612,Not very satisfied,Spend about the same as now,Don't know/ Prefer not to answer,Alberta,"Some technical, community college, CEGEP, College Classique",47,Conservative Party
8613,Not at all satisfied,Spend less,Conservative,Saskatchewan,Some university,48,Conservative Party
8614,Not very satisfied,Spend about the same as now,Another party (please specify),Ontario,Completed secondary/ high school,74,Don't know/ Prefer not to answer
8615,Fairly satisfied,Spend more,Liberal,Manitoba,Bachelor's degree,28,
8616,Not at all satisfied,Spend about the same as now,People's Party,Ontario,Master's degree,53,People's Party
8617,Fairly satisfied,Spend more,Liberal,Quebec,Bachelor's degree,27,Liberal Party
8618,Fairly satisfied,Spend more,Don't know/ Prefer not to answer,Ontario,"Some technical, community college, CEGEP, College Classique",42,Don't know/ Prefer not to answer
8619,Not very satisfied,Spend about the same as now,Conservative,Ontario,Some university,58,Conservative Party
8620,Very satisfied,Spend more,Liberal,Saskatchewan,Completed secondary/ high school,20,
8621,Fairly satisfied,Spend about the same as now,ndp,Alberta,"Completed technical, community college, CEGEP, College Classique",38,ndp
8622,Don't know/ Prefer not to answer,Don't know/ Prefer not to answer,Don't know/ Prefer not to answer,Ontario,"Completed technical, community college, CEGEP, College Classique",40,
8623,Not at all satisfied,Spend less,Conservative,Alberta,"Some technical, community college, CEGEP, College Classique",33,Conservative Party
8624,Not very satisfied,Spend more,Another party (please specify),British Columbia,Bachelor's degree,62,Green Party
8625,Not at all satisfied,Spend more,People's Party,New Brunswick,Bachelor's degree,30,People's Party
8626,Not at all satisfied,Spend about the same as now,Conservative,Alberta,Bachelor's degree,47,Conservative Party
8627,Fairly satisfied,Spend more,ndp,Ontario,Bachelor's degree,33,ndp
8628,Very satisfied,Spend more,Liberal,Quebec,"Completed technical, community college, CEGEP, College Classique",44,Liberal Party
8629,Not at all satisfied,Spend less,Conservative,Alberta,Master's degree,59,Conservative Party
8630,Fairly satisfied,Spend more,Liberal,British Columbia,"Some technical, community college, CEGEP, College Classique",77,
8631,Not very satisfied,Spend more,ndp,Saskatchewan,Bachelor's degree,43,Conservative Party
8632,Fairly satisfied,Spend more,Liberal,Ontario,Bachelor's degree,55,Liberal Party
8633,Fairly satisfied,Spend more,ndp,Nova Scotia,"Completed technical, community college, CEGEP, College Classique",63,Liberal Party
8634,Don't know/ Prefer not to answer,Spend more,ndp,Ontario,"Completed technical, community college, CEGEP, College Classique",26,
8635,Not at all satisfied,Spend more,None of these,Manitoba,Some university,73,Don't know/ Prefer not to answer
8636,Not very satisfied,Spend more,Conservative,Ontario,Completed secondary/ high school,73,Don't know/ Prefer not to answer
8637,Not very satisfied,Spend more,Conservative,Alberta,"Completed technical, community college, CEGEP, College Classique",63,Don't know/ Prefer not to answer
8638,Not very satisfied,Spend more,Conservative,Alberta,No schooling,22,
8639,Fairly satisfied,Spend about the same as now,Green,Ontario,Bachelor's degree,58,Don't know/ Prefer not to answer
